pdb,poserank,RMSD
2j75,9,4.29
2j75,10,3.26
3fjg,1,4.58
3fjg,2,3.62
3fjg,3,3.62
3fjg,4,3.6
3fjg,5,4.65
3fjg,6,0.64
3fjg,7,0.65
3fjg,8,3.34
3fjg,9,4.15
3fjg,10,4.5
1s38,1,0.1
1s38,2,4.84
1s38,3,5.87
1s38,4,5.6
1s38,5,4.3
1s38,6,6.06
1s38,7,6.99
1s38,8,5.22
1s38,9,7.7
1s38,10,5.59
4s1g,1,0.41
4s1g,2,1.24
4s1g,3,2.97
4s1g,4,5.92
4s1g,5,7.55
4s1g,6,7.99
4s1g,7,7.5
4s1g,8,6.05
4s1g,9,5.79
4s1g,10,7.79
3bxe,1,2.39
3bxe,2,2.4
3bxe,3,1.98
3bxe,4,1.97
3bxe,5,2.0
3bxe,6,1.29
3bxe,7,1.3
3bxe,8,4.93
3bxe,9,5.43
3bxe,10,4.55
2a8g,1,6.87
2a8g,2,3.14
2a8g,3,6.73
2a8g,4,6.57
2a8g,5,6.03
2a8g,6,2.98
2a8g,7,3.06
2a8g,8,6.03
2a8g,9,4.2
4csd,1,0.32
4csd,2,1.83
4csd,3,3.42
4csd,4,3.28
4csd,5,3.36
4csd,6,2.03
4csd,7,3.52
4csd,8,3.14
4csd,9,7.09
4csd,10,4.43
4w9f,1,1.25
4w9f,2,2.97
4w9f,3,3.23
4w9f,4,3.0
4w9f,5,4.12
4w9f,6,3.16
4w9f,7,9.86
4w9f,8,9.11
4w9f,9,9.08
1ghv,1,0.76
1ghv,2,2.56
1ghv,3,1.88
1ghv,4,1.51
1ghv,5,2.91
1ghv,6,6.68
1ghv,7,7.09
1ghv,8,3.21
1ghv,9,6.93
1ghv,10,8.42
4pmm,1,0.23
4pmm,2,10.01
4pmm,3,10.76
4pmm,4,1.92
4pmm,5,2.85
4pmm,6,14.66
4pmm,7,11.1
4pmm,8,13.3
4pmm,9,14.65
4pmm,10,11.29
3f70,1,6.62
3f70,2,5.98
3f70,3,6.19
3f70,4,7.09
3f70,5,5.69
3f70,6,6.28
3f70,7,3.03
3f70,8,7.41
3f70,9,3.11
3f70,10,8.13
4aq6,1,0.3
4aq6,2,2.56
4aq6,3,2.95
4aq6,4,4.13
4aq6,5,4.56
4aq6,6,4.68
4aq6,7,3.54
4aq6,8,4.38
4aq6,9,2.12
4aq6,10,3.8
4rfd,3,2.54
4rfd,4,2.5
4i72,1,0.37
4i72,2,2.11
4i72,3,2.25
3oy0,1,2.41
3oy0,2,2.55
3oy0,3,2.26
3oy0,4,0.96
3oy0,5,1.35
3oy0,8,2.63
2yfe,1,1.47
2yfe,2,7.73
2yfe,3,8.4
2yfe,4,7.59
2yfe,5,2.17
2yfe,6,3.34
2yfe,7,7.4
2yfe,8,4.03
2yfe,9,5.18
5fyx,1,5.41
5fyx,2,5.5
5fyx,3,6.31
5fyx,4,3.47
5fyx,5,2.12
5fyx,6,5.92
5fyx,7,5.16
5fyx,8,3.82
5fyx,9,3.46
5fyx,10,4.79
3tfp,1,2.28
3tfp,2,5.72
3tfp,3,1.64
3tfp,4,4.25
3tfp,5,5.27
3tfp,6,5.77
3tfp,7,8.4
3tfp,8,5.68
3tfp,9,8.39
3tfp,10,3.29
3fvn,1,0.22
3fvn,2,1.26
1b6k,1,0.65
1b6k,2,0.92
1b6k,3,11.07
1b6k,4,2.07
1b6k,5,3.78
1b6k,6,10.83
1b6k,7,3.51
1b6k,8,3.9
1b6k,9,10.55
1b6k,10,3.74
4y59,1,1.15
4y59,2,7.15
4y59,3,1.89
4y59,4,6.94
4y59,5,7.49
4y59,6,7.38
4y59,7,7.54
2uwd,1,0.39
2uwd,2,0.63
2uwd,3,5.34
2uwd,4,5.15
2uwd,5,1.85
2uwd,6,6.16
2uwd,7,4.28
2uwd,8,8.61
2uwd,9,7.72
2uwd,10,10.13
3kmy,1,2.1
3kmy,2,5.55
3kmy,3,1.91
3kmy,4,5.97
3kmy,5,6.2
3kmy,6,5.79
3kmy,7,3.52
3kmy,8,5.63
3kmy,9,5.46
3kmy,10,2.91
5ucj,1,0.22
5ucj,2,1.32
5ucj,3,3.3
4km2,1,5.63
4km2,2,2.48
4km2,3,5.37
4km2,4,5.67
4km2,5,2.68
4km2,6,3.4
4km2,7,2.73
4km2,8,0.47
4km2,9,4.21
4km2,10,6.8
1rjk,1,0.7
1rjk,2,0.99
1rjk,3,9.32
3w9r,1,0.61
3w9r,2,1.53
3w9r,3,5.71
3w9r,4,3.26
3w9r,5,5.96
3w9r,6,2.32
3w9r,7,4.12
3w9r,8,2.83
3w9r,9,5.8
3w9r,10,6.12
1dgm,1,7.48
1dgm,2,3.53
1dgm,3,3.3
1dgm,4,5.85
1dgm,5,4.89
1dgm,6,5.84
1dgm,7,4.59
1dgm,8,6.67
1dgm,9,5.23
1dgm,10,7.24
5od1,1,1.15
5od1,2,0.52
5od1,3,3.02
5od1,4,2.83
5od1,5,2.78
5od1,6,2.96
5od1,7,8.57
5od1,8,3.56
5od1,9,7.98
5od1,10,7.42
5fol,1,0.33
5fol,2,5.46
5fol,3,4.62
5fol,4,5.56
5fol,5,7.49
5fol,6,7.23
5fol,7,4.75
5fol,8,7.77
5fol,9,7.21
5fol,10,7.56
1i37,1,0.38
1i37,2,6.61
4c9x,1,2.03
4c9x,2,2.38
4c9x,3,7.07
4c9x,4,1.34
4c9x,5,2.25
4c9x,6,6.55
4c9x,7,3.23
4c9x,8,5.0
4c9x,9,6.56
4c9x,10,6.94
2w08,1,4.01
2w08,2,4.1
2w08,3,4.07
2w08,4,3.03
2w08,5,2.48
2w08,6,4.12
2w08,7,0.61
2w08,8,4.21
2w08,9,4.59
2w08,10,3.11
1dzk,1,2.42
1dzk,2,2.37
1dzk,3,2.25
1dzk,4,2.34
1dzk,5,2.77
1dzk,6,2.11
1dzk,7,2.86
1dzk,8,2.62
1dzk,9,4.13
1dzk,10,3.9
4m12,1,0.34
4m12,2,2.7
4m12,3,3.88
4kwg,1,3.96
4kwg,2,3.79
4kwg,3,4.28
4kwg,4,5.1
4kwg,5,2.26
4kwg,6,10.32
4kwg,7,0.87
4kwg,8,3.79
4kwg,9,2.96
3slz,1,0.78
3slz,2,3.06
3slz,3,3.05
3slz,4,1.22
3slz,5,4.13
3slz,6,3.0
3slz,7,2.96
3slz,8,1.11
3slz,9,4.44
3slz,10,2.08
5zc5,1,0.43
5zc5,2,3.38
5zc5,3,1.22
5zc5,4,1.49
5zc5,5,3.5
5zc5,6,7.68
5zc5,7,6.61
5zc5,8,2.78
5zc5,9,6.58
5zc5,10,7.26
2xbv,1,0.6
2xbv,2,1.41
2xbv,3,1.48
2xbv,4,1.95
2xbv,5,2.19
2xbv,6,8.9
2xbv,7,4.29
2xbv,8,8.1
2xbv,9,5.54
5hvs,1,2.61
5hvs,2,2.91
5hvs,3,2.59
5hvs,4,2.91
5hvs,5,2.57
5hvs,6,3.9
5hvs,7,2.67
5hvs,8,0.3
5hvs,9,2.49
5hvs,10,4.65
2yk1,1,0.32
2yk1,2,1.16
2yk1,3,4.84
2yk1,4,1.29
2yk1,5,4.76
2yk1,6,4.54
2yk1,7,2.35
2yk1,8,1.84
5dw2,1,4.54
5dw2,2,4.09
5dw2,3,4.44
5dw2,4,3.45
5dw2,5,4.64
5dw2,6,4.09
5dw2,7,6.39
5dw2,8,2.37
5dw2,9,5.67
5dw2,10,4.61
1i5r,1,1.89
1i5r,2,5.98
1i5r,3,4.85
1i5r,4,3.36
1i5r,5,5.26
1i5r,6,5.68
1i5r,7,3.1
1i5r,8,7.16
1i5r,9,7.33
1i5r,10,8.53
4jia,1,8.76
4jia,2,9.22
4jia,3,8.39
4jia,4,0.72
4jia,5,9.43
4jia,6,8.15
4jia,7,3.12
4jia,8,3.18
4jia,9,3.52
1xh9,1,0.42
1mfd,1,0.76
1mfd,2,5.61
1mfd,3,2.42
1mfd,4,5.87
1mfd,5,1.99
1mfd,6,6.48
1mfd,7,5.12
1mfd,8,5.9
1mfd,9,2.28
1mfd,10,5.25
4q4r,1,2.44
4q4r,2,1.87
4q4r,3,3.09
4q4r,4,4.76
4q4r,5,3.25
4q4r,6,4.38
4q4r,7,3.77
4q4r,8,4.21
4q4r,9,2.71
4q4r,10,4.39
3ucj,1,5.11
3ucj,2,6.46
3ucj,3,6.02
3ucj,4,5.54
3ucj,5,5.39
3ucj,6,7.37
3ucj,7,7.23
3ucj,8,5.28
3ucj,9,7.22
1lzq,1,11.01
1lzq,2,10.21
1lzq,3,10.87
1lzq,4,4.44
1lzq,5,10.63
1lzq,6,10.95
1lzq,7,11.24
1lzq,8,5.16
1lzq,9,3.81
1lzq,10,4.2
6r4k,6,7.9
5j1r,1,0.46
5j1r,2,7.78
5j1r,3,6.04
5j1r,4,6.44
5j1r,5,1.87
5j1r,6,4.51
5j1r,7,6.15
5j1r,8,6.16
5j1r,9,5.55
5j1r,10,7.87
3tcg,1,5.24
3tcg,7,4.0
4cwt,1,2.57
4cwt,2,1.93
4cwt,3,1.68
4cwt,4,3.83
4cwt,5,4.11
4cwt,8,6.94
4cwt,9,1.78
2ayr,1,0.54
2ayr,2,2.8
2ayr,3,1.81
2ayr,4,6.41
2ayr,5,6.58
2ayr,6,6.93
3zqe,1,1.85
3zqe,2,7.78
3zqe,3,7.97
3zqe,4,7.55
3zqe,5,2.89
3zqe,6,2.43
3zqe,7,9.26
3zqe,8,5.89
3zqe,9,8.07
3zqe,10,9.04
2wvt,1,0.66
2wvt,2,2.03
2wvt,3,3.72
2wvt,4,4.53
2wvt,5,1.28
2wvt,6,3.38
2wvt,7,3.47
2wvt,8,3.74
2wvt,9,4.22
2wvt,10,3.94
3drf,1,13.03
3drf,2,7.4
3drf,3,13.75
3drf,4,13.36
3drf,5,13.32
3drf,6,14.2
3drf,7,13.08
3drf,8,13.78
3drf,9,14.19
3drf,10,1.69
1lst,1,0.23
1lst,2,1.5
1lst,3,1.9
1lst,4,2.49
1lst,5,4.69
1lst,6,6.16
1lst,7,2.31
1lst,8,9.98
1lst,9,9.49
5os5,1,1.39
5os5,2,1.39
5os5,3,1.38
5os5,4,1.38
5os5,5,1.37
5os5,6,4.18
5os5,7,4.19
5os5,8,1.19
5os5,9,4.18
5os5,10,4.23
4ad6,1,0.74
4ad6,2,4.4
4ad6,3,8.35
4ad6,4,4.31
4ad6,5,8.77
4ad6,6,4.19
4ad6,7,5.59
4ad6,8,4.25
4ad6,9,7.77
4ad6,10,6.53
4lkq,1,3.76
4lkq,2,4.34
4lkq,3,4.23
4lkq,4,4.29
4lkq,5,3.29
4lkq,6,2.77
4lkq,7,3.53
4lkq,8,4.13
4lkq,9,4.65
4lkq,10,3.75
4loy,1,0.28
4loy,2,3.79
4loy,3,2.01
4loy,4,3.94
4loy,5,3.99
4loy,6,5.94
4loy,7,2.8
4loy,8,4.43
4loy,9,3.75
4loy,10,3.59
3hzk,4,6.07
3hzk,8,4.67
3hzk,10,5.41
3cj5,1,2.66
3cj5,2,1.59
3cj5,3,3.33
3cj5,4,4.06
3cj5,5,3.45
3cj5,6,1.43
3cj5,7,4.71
3cj5,8,2.69
3cj5,9,1.48
3cj5,10,6.87
2vo4,1,2.76
2vo4,2,2.77
2vo4,3,4.53
2vo4,4,2.62
2vo4,5,3.04
2vo4,6,5.07
2vo4,7,4.58
2vo4,8,5.05
2vo4,9,5.41
2vo4,10,3.19
1q91,1,6.56
1q91,2,0.23
1q91,3,6.44
1q91,4,6.81
1q91,5,7.15
1q91,6,6.71
1q91,7,4.9
1q91,8,5.64
1q91,9,5.49
1q91,10,5.24
6f1n,1,1.39
6f1n,2,1.74
6f1n,3,7.26
6f1n,4,7.31
6f1n,5,4.81
6f1n,6,7.19
6f1n,7,4.61
6f1n,8,4.58
6f1n,9,9.07
6f1n,10,1.86
6d1h,1,3.82
6d1h,2,4.03
6d1h,3,3.77
6d1h,4,5.54
6d1h,5,4.06
6d1h,6,6.02
6d1h,7,3.77
6d1h,8,3.49
6d1h,9,4.27
6d1h,10,4.53
3sug,1,0.67
3sug,2,2.01
3sug,3,2.67
3sug,4,1.89
3sug,5,3.2
3sug,6,4.85
3sug,7,6.27
3sug,8,3.67
3sug,9,10.56
3sug,10,8.25
6el5,1,0.53
6el5,2,3.69
6el5,3,6.6
6el5,4,1.61
6el5,5,6.02
6el5,6,2.98
6el5,7,6.97
6el5,8,7.22
6el5,9,7.15
6el5,10,5.76
6qgf,1,8.66
6qgf,2,8.88
6qgf,3,14.62
6qgf,4,11.18
6qgf,5,9.16
6qgf,6,10.77
6qgf,7,14.11
6qgf,8,3.82
6qgf,9,6.27
6qgf,10,13.03
2f7p,1,1.71
2f7p,2,6.4
2f7p,3,6.26
2f7p,4,0.99
2f7p,5,6.66
2f7p,6,6.71
2f7p,7,6.66
2f7p,8,6.29
2f7p,9,6.74
2f7p,10,6.87
3b50,1,0.47
3b50,2,5.24
3b50,3,4.13
3b50,4,5.6
3b50,5,3.88
3b50,6,4.51
3b50,7,4.87
3b50,8,4.5
3b50,9,2.53
3b50,10,4.06
2z94,1,7.93
2z94,2,8.18
2z94,3,7.49
2z94,4,6.75
2z94,5,7.15
2z94,6,6.86
2z94,7,7.32
2z94,8,6.14
2z94,9,7.87
2z94,10,6.99
6mj7,1,3.92
6mj7,2,4.29
6mj7,3,5.77
6mj7,4,5.91
6mj7,5,4.48
6mj7,6,4.42
6mj7,7,4.77
6mj7,8,3.82
6mj7,9,1.22
6mj7,10,3.62
6abx,1,0.59
6abx,2,3.21
6abx,3,3.19
6abx,4,1.19
6abx,5,3.24
6abx,6,3.34
6abx,7,3.5
6abx,8,3.1
6abx,9,3.16
6abx,10,3.7
1nw7,1,3.2
1nw7,2,3.66
1nw7,3,0.89
1nw7,4,12.21
1nw7,5,8.63
1nw7,6,8.39
1nw7,7,9.64
1nw7,8,4.63
1nw7,9,11.84
1nw7,10,13.02
4uye,1,0.68
4uye,2,1.89
4uye,3,7.47
4uye,4,7.58
4uye,5,6.74
4uye,6,7.37
4uye,7,7.05
4uye,8,7.64
4uye,9,4.45
4uye,10,9.32
6qlr,1,6.48
6qlr,2,8.71
6qlr,3,8.67
6qlr,4,10.51
6qlr,5,6.68
6qlr,6,8.34
6qlr,7,7.67
6qlr,8,10.39
6qlr,9,7.7
6qlr,10,9.18
5ota,1,1.31
5ota,2,1.56
5ota,3,5.81
5ota,4,6.18
5ota,5,4.19
5ota,6,5.77
5ota,7,3.78
5ota,8,4.45
5ota,9,4.95
5ota,10,5.27
3nq3,1,1.87
3nq3,2,7.54
3nq3,3,7.56
3nq3,4,1.4
3nq3,5,2.02
3nq3,6,4.91
3nq3,7,1.49
3nq3,8,7.57
3nq3,9,2.52
3nq3,10,7.82
4n6z,1,0.79
4n6z,2,5.85
4n6z,3,5.39
4n6z,4,7.19
4n6z,5,6.61
4n6z,6,4.86
4n6z,7,5.13
4n6z,8,7.53
4n6z,9,6.52
4n6z,10,6.96
1szd,1,1.81
1szd,2,9.07
1szd,3,1.81
1szd,4,9.74
1szd,5,8.46
1szd,6,2.66
1szd,7,8.38
1szd,8,8.78
1szd,9,10.3
1szd,10,8.73
6j72,1,0.45
6j72,2,2.25
6j72,3,2.18
6j72,4,2.54
6j72,5,3.64
6j72,6,2.48
6j72,7,4.47
6j72,8,4.72
6j72,9,4.22
6j72,10,2.3
4rr6,1,1.29
4rr6,2,2.13
4rr6,3,2.48
4rr6,4,6.95
4rr6,5,7.35
4rr6,6,6.82
4rr6,7,7.34
4rr6,8,4.93
4rr6,9,4.72
3wz8,1,1.91
3wz8,2,0.41
3wz8,3,5.89
3wz8,4,6.08
3wz8,5,6.18
3wz8,6,4.72
3wz8,7,7.74
3wz8,8,8.7
3wz8,9,8.73
1c1u,1,0.85
1c1u,2,3.91
1c1u,3,5.29
1c1u,4,7.81
1c1u,5,7.76
1c1u,6,8.13
1c1u,7,6.62
1c1u,8,8.11
1c1u,9,8.15
1c1u,10,7.91
3iod,1,0.99
3iod,2,2.52
3iod,3,4.46
3iod,4,2.99
3iod,5,9.32
3iod,6,4.83
3iod,7,9.22
3iod,8,3.67
3iod,9,6.56
3iod,10,5.56
5nvx,1,1.11
5nvx,2,0.35
5nvx,3,1.43
5nvx,4,9.38
5nvx,5,10.36
5nvx,6,6.7
5nvx,7,4.24
5nvx,8,6.92
5nvx,9,9.75
5nvx,10,10.79
3uz5,1,0.38
3uz5,2,2.93
3uz5,3,3.52
3uz5,4,3.5
3uz5,5,4.51
3uz5,6,5.9
3uz5,7,5.39
3uz5,8,2.79
3uz5,9,6.12
3uz5,10,4.04
3tay,1,0.95
3tay,2,4.55
3tay,3,5.23
3tay,4,6.46
3tay,5,5.2
3tay,6,6.38
3tay,7,7.85
3tay,8,7.2
3tay,9,5.58
3tay,10,7.22
1k27,1,0.16
1k27,2,6.27
1k27,3,2.46
1k27,4,6.11
1k27,5,2.47
1k27,6,3.13
1k27,7,2.03
5csp,1,2.45
5csp,2,2.78
5csp,3,1.44
5csp,4,0.55
5csp,5,3.78
5csp,6,2.59
5csp,7,4.5
5csp,8,3.21
5csp,9,3.79
5csp,10,3.46
1f8d,1,0.62
1f8d,2,4.76
1f8d,3,4.61
1f8d,4,3.94
1f8d,5,4.69
1f8d,6,4.88
1f8d,7,5.0
1f8d,8,3.87
1f8d,9,4.85
1f8d,10,4.48
3rz5,1,0.83
3rz5,2,3.33
3rz5,3,3.68
3rz5,4,2.89
3rz5,5,2.51
3rz5,6,1.7
3rz5,7,3.46
3rz5,8,4.74
3rz5,9,8.09
3rz5,10,7.8
4e4n,1,0.49
4e4n,2,1.28
4e4n,3,4.48
4e4n,4,5.12
4e4n,5,4.55
4e4n,6,2.41
4e4n,7,7.05
4e4n,8,10.1
4e4n,9,10.63
4e4n,10,2.81
5orj,1,0.7
5orj,2,1.85
5orj,3,2.34
5orj,4,2.82
5orj,5,2.94
5orj,6,4.11
5orj,7,5.74
5orj,8,5.78
5orj,9,4.28
5orj,10,2.33
1yds,1,1.28
1yds,2,2.18
1yds,3,2.09
1yds,4,3.34
1yds,5,3.64
1yds,6,3.37
1yds,7,3.84
1yds,8,10.02
1yds,9,2.89
1yds,10,9.82
3pyy,1,0.24
3pyy,2,5.95
3pyy,3,1.29
3pyy,4,7.12
3pyy,5,7.84
3pyy,6,6.99
3pyy,7,6.93
3pyy,8,7.03
3pyy,9,6.81
3pyy,10,6.56
3b4f,1,1.18
3b4f,2,1.19
3b4f,3,0.8
3b4f,4,5.71
3b4f,5,5.35
3b4f,6,2.67
3b4f,7,5.47
3b4f,8,6.02
3b4f,9,6.11
3b4f,10,7.23
3ibl,1,6.46
3ibl,2,6.67
3ibl,3,6.99
3ibl,4,5.76
3ibl,5,6.66
3ibl,6,5.46
3ibl,7,5.18
3ibl,8,5.53
3ibl,9,7.06
3ibl,10,7.57
5ahw,1,0.22
5ahw,2,0.41
5ahw,3,2.36
5ahw,4,2.6
6if0,1,3.39
6if0,2,5.87
6if0,3,1.09
6if0,4,2.1
6if0,5,6.97
6if0,6,5.41
6if0,7,2.56
6if0,8,2.65
6if0,9,4.31
6if0,10,4.47
6h2t,1,0.79
6h2t,2,1.39
6h2t,3,3.5
6h2t,4,1.91
6h2t,5,3.52
6h2t,6,3.96
6h2t,7,8.56
6h2t,8,8.43
1usk,1,0.45
1usk,2,0.45
1usk,3,1.21
1usk,4,0.71
1usk,5,1.55
1usk,6,1.59
1usk,7,4.32
1usk,8,3.19
1usk,9,4.1
1usk,10,4.35
5htl,1,0.2
5htl,2,0.26
4jz1,1,0.45
4jz1,2,1.27
4jz1,3,1.43
4jz1,4,7.9
4jz1,5,2.29
4jz1,6,2.83
4jz1,7,7.91
4jz1,8,7.77
4jz1,9,6.69
5igm,1,4.37
5igm,2,0.9
5igm,3,5.26
5igm,4,8.3
5igm,5,7.17
5igm,6,5.31
5igm,7,2.71
5igm,8,7.58
5igm,9,8.21
5igm,10,3.39
3dp4,1,0.34
3dp4,2,2.41
3dp4,3,2.18
3dp4,4,1.58
3dp4,5,3.7
3dp4,6,4.76
3dp4,7,4.67
3dp4,8,4.73
3dp4,9,4.27
3dp4,10,4.36
1x1z,1,0.42
1x1z,2,1.78
1x1z,3,2.95
1x1z,4,4.23
1x1z,5,4.6
1x1z,6,6.46
1x1z,7,6.29
1x1z,8,4.62
1x1z,9,3.83
1x1z,10,6.53
3t3u,1,0.63
3t3u,2,1.63
3t3u,3,3.46
3t3u,4,9.05
3t3u,5,3.58
3t3u,6,5.37
3t3u,7,8.63
3t3u,8,2.54
3t3u,9,4.78
3t3u,10,8.73
6eif,1,2.38
6eif,2,1.42
6eif,3,3.43
6eif,4,0.86
6eif,5,5.84
6eif,6,3.63
6eif,7,3.97
6eif,8,4.18
6eif,9,8.44
6eif,10,5.01
1os5,1,4.32
1os5,2,5.48
1os5,3,4.77
1os5,4,0.62
1os5,5,3.92
1os5,6,4.26
1os5,7,2.13
1os5,8,3.17
1os5,9,7.09
1os5,10,6.09
3g35,1,8.17
3g35,2,1.2
3g35,3,0.37
3g35,4,1.5
3g35,5,3.92
3g35,6,4.65
3g35,7,3.24
3g35,8,8.24
3g35,9,8.3
3g35,10,7.65
5ceq,1,4.82
5ceq,2,3.56
5ceq,3,2.16
5ceq,4,3.81
5ceq,5,1.09
5ceq,6,3.12
5ceq,7,4.3
5ceq,8,4.71
5ceq,9,4.45
5ceq,10,4.47
2i4j,1,10.1
2i4j,2,9.96
2i4j,3,7.85
2i4j,4,9.73
2i4j,5,10.16
2i4j,6,5.36
2i4j,7,6.91
2i4j,8,5.38
2i4j,9,9.98
2i4j,10,8.63
5ufs,1,0.22
5dus,1,1.49
5dus,2,0.3
5dus,3,1.97
5dus,4,4.44
5dus,5,2.25
5dus,6,3.4
5dus,7,4.0
5dus,8,4.51
5dus,9,3.08
5dus,10,8.22
1pzp,1,3.5
1pzp,2,8.62
1pzp,3,4.02
1pzp,4,2.96
1pzp,5,2.04
1pzp,6,1.56
1pzp,7,2.44
1pzp,8,2.43
1pzp,9,1.88
5mrp,1,0.37
5mrp,2,0.27
5khm,1,0.96
5khm,2,12.93
5khm,3,4.0
5khm,4,12.84
5khm,5,4.98
5khm,6,12.65
5khm,7,2.0
5khm,8,12.75
5khm,9,12.55
5khm,10,12.76
1oau,1,1.04
1oau,2,2.89
1oau,3,1.88
1oau,4,5.89
1oau,5,3.54
1oau,6,5.81
1oau,7,2.89
1oau,8,4.42
1oau,9,3.95
6nfy,1,1.12
6nfy,2,1.36
6nfy,3,2.38
6nfy,4,1.53
6nfy,5,3.13
6nfy,6,3.0
6nfy,7,2.98
6nfy,8,3.45
6nfy,9,3.16
6nfy,10,3.74
1qb1,1,3.79
1qb1,2,8.46
1qb1,3,7.99
1qb1,4,9.98
1qb1,5,8.07
1qb1,6,4.28
1qb1,7,6.69
1qb1,8,9.37
1qb1,9,8.05
1qb1,10,2.96
5g57,1,10.4
5g57,2,9.52
5g57,3,8.81
5g57,4,8.12
5g57,5,8.02
5g57,6,8.94
5g57,7,9.25
5g57,8,7.11
5g57,9,8.72
5g57,10,7.69
5xmx,1,0.85
5xmx,2,8.87
5xmx,3,7.88
5xmx,4,8.8
5xmx,5,2.14
5xmx,6,7.96
5xmx,7,3.82
5xmx,8,5.42
5xmx,9,8.63
5xmx,10,9.06
4gbd,1,0.51
2zy1,1,6.52
2zy1,2,3.16
2zy1,3,2.46
2zy1,4,2.29
2zy1,5,2.78
2zy1,6,3.49
2zy1,7,4.47
2zy1,8,3.74
2zy1,9,3.07
5een,1,4.63
5een,2,1.45
5een,3,1.18
5een,4,4.17
5een,5,4.18
5een,6,2.65
5een,7,3.87
5een,8,2.32
5een,9,6.69
5een,10,4.23
5o4f,1,0.37
5o4f,2,4.94
5o4f,3,4.53
5o4f,4,3.93
5o4f,5,4.58
5o4f,6,4.45
5o4f,7,4.71
5o4f,8,3.43
5o4f,9,4.43
5o4f,10,4.42
3hs4,1,0.96
3hs4,2,5.25
3hs4,3,2.2
3hs4,4,3.12
3hs4,5,5.74
3hs4,6,1.93
3hs4,7,3.44
3hs4,8,5.56
3hs4,9,4.62
3hs4,10,5.88
5ld8,1,6.15
5ld8,2,7.22
5ld8,3,6.58
5ld8,4,5.3
5ld8,5,2.14
5ld8,6,1.04
5ld8,7,8.23
5ld8,8,6.74
5ld8,9,5.74
5ld8,10,5.5
4abe,1,0.27
4abe,2,1.13
4abe,3,5.36
4abe,4,3.19
4abe,5,5.48
4abe,6,5.55
4abe,7,5.37
4abe,8,5.17
4abe,9,4.91
6d1d,1,5.37
6d1d,2,5.26
6d1d,3,3.88
6d1d,4,4.23
6d1d,5,4.01
6d1d,6,4.32
6d1d,7,5.81
6d1d,8,5.08
6d1d,9,4.36
6d1d,10,5.86
3tzm,1,4.85
3tzm,2,0.68
3tzm,3,7.65
3tzm,4,7.68
3tzm,5,4.95
3tzm,6,5.24
3tzm,7,1.66
3tzm,8,6.95
3tzm,9,7.79
3tzm,10,9.3
5sz4,1,1.26
5sz4,2,0.51
5sz4,3,1.27
5sz4,4,1.83
5sz4,5,2.25
5sz4,6,2.39
5sz4,7,2.05
5sz4,8,6.53
5sz4,9,6.48
5sz4,10,6.51
3m5e,1,4.94
3m5e,2,4.63
3m5e,3,5.37
3m5e,4,4.06
3m5e,5,4.5
3m5e,6,5.61
3m5e,7,3.65
3m5e,8,0.72
3m5e,9,3.11
3m5e,10,4.13
3tb6,1,2.77
3tb6,2,1.87
3tb6,3,0.49
3tb6,4,2.93
3tb6,5,2.95
3tb6,6,3.94
3tb6,7,3.72
3tb6,8,4.11
3tb6,9,4.1
3tb6,10,3.99
1qyg,1,0.34
1qyg,2,2.36
1qyg,3,2.62
1qyg,4,2.63
1qyg,5,6.99
1qyg,6,3.18
1qyg,7,4.22
1qyg,8,4.09
1qyg,9,3.0
1qyg,10,3.13
3n7a,1,0.19
3n7a,2,1.2
3n7a,3,0.48
3n7a,4,8.45
3n7a,5,4.13
3n7a,6,2.27
3n7a,7,4.36
3n7a,8,4.45
3n7a,9,6.12
3n7a,10,7.65
2pog,1,0.3
2pog,2,3.27
2pog,3,3.07
4o3c,1,0.41
4o3c,2,4.5
4o3c,3,3.52
4o3c,4,2.06
4o3c,5,4.27
4o3c,6,3.56
4o3c,7,3.57
4o3c,8,4.12
4o3c,9,4.18
4o3c,10,8.87
4ngn,1,1.81
4ngn,2,2.91
4ngn,4,1.38
4ngn,5,8.53
4ngn,7,7.68
4ngn,9,8.34
4ngn,10,1.46
6fe0,1,0.94
6fe0,2,4.88
6fe0,3,4.81
6fe0,4,3.78
6fe0,5,5.37
6fe0,6,5.54
6fe0,7,6.3
6fe0,8,5.78
6fe0,9,4.25
6fe0,10,5.28
2rcb,1,0.22
2rcb,2,2.01
2rcb,3,2.66
2rcb,4,2.62
2rcb,5,2.91
2rcb,6,8.25
2rcb,7,5.95
2rcb,8,8.73
2rcb,9,5.95
2rcb,10,8.35
4zbf,1,0.75
4zbf,2,2.02
4zbf,3,2.27
4zbf,4,3.56
4zbf,5,4.07
4zbf,6,3.18
4zbf,7,3.99
4zbf,8,3.11
4zbf,9,1.73
4zbf,10,2.49
3agl,1,3.63
3agl,2,4.91
3agl,3,5.58
3agl,4,2.1
3agl,5,5.63
3agl,6,3.33
3agl,7,2.46
3agl,8,5.48
3agl,9,2.72
3agl,10,4.13
3h8b,1,6.21
3h8b,2,6.78
3h8b,3,6.23
3h8b,4,5.85
3h8b,5,5.99
3h8b,6,6.89
3h8b,7,8.32
3h8b,8,6.63
3h8b,9,8.64
3h8b,10,9.43
5e89,1,9.33
5e89,2,9.24
5e89,3,7.71
5e89,4,10.72
5e89,5,10.67
5e89,6,7.44
5e89,7,7.43
5e89,8,6.29
5e89,9,9.4
5e89,10,9.33
3nu3,1,0.42
