PDB code,Protein name
4na9,COAGULATION FACTOR VII
1b55,YROSINE-PROTEIN KINASE BTK
1drj,D-RIBOSE-BINDING PROTEIN
1f8c,NEURAMINIDASE
1k1m,TRYPSIN
1oar,IMMUNOGLOBULIN E
1owh,UROKINASE-TYPE PLASMINOGEN ACTIVATOR
1zoe,"CASEIN KINASE II, ALPHA SUBUNIT"
2bpy,HIV-1 PROTEASE
2i3h,BACULOVIRAL IAP REPEAT-CONTAINING PROTEIN 7
2zy1,DEHYDROSQUALENE SYNTHASE
3f18,MACROPHAGE METALLOELASTASE (MMP-12)
3re4,RIO-TYPE SERINE/THREONINE-PROTEIN KINASE RIO1
3rlq,HEAT SHOCK PROTEIN HSP90-ALPHA
3up2,SERINE/THREONINE-PROTEIN KINASE 6
3vha,HEAT SHOCK PROTEIN HSP90-ALPHA
3zi0,1-DEOXY-D-XYLULOSE 5-PHOSPHATE REDUCTOISOMERASE
4jyt,SUPPRESSOR OF TUMORIGENICITY 14
4jzi,SUPPRESSOR OF TUMORIGENICITY 14
4kn0,FOLATE RECEPTOR BETA
4z83,CAMP-DEPENDENT PROTEIN KINASE
5tuz,HISTONE-LYSINE N-METHYLTRANSFERASE EHMT1
6im4,AIMR TRANSCRIPTIONAL REGULATOR
1ik4,METHYLGLYOXAL SYNTHASE
2q2a,ARTJ
3s5y,ALPHA-GALACTOSIDASE A
3zns,HISTONE DEACETYLASE 7
4j21,TANKYRASE-2
4p5z,EPH RECEPTOR A3
4qpl,E3 UBIQUITIN-PROTEIN LIGASE RNF146
4wn5,HYPOXIA-INDUCIBLE FACTOR 3-ALPHA
5ne5,"MANNOSYL-OLIGOSACCHARIDE 1,2-ALPHA-MANNOSIDASE"
6fyz,HISTONE DEACETYLASE 4
1q5k,GLYCOGEN SYNTHASE KINASE-3 BETA
1t32,CATHEPSIN G
2pou,CARBONIC ANHYDRASE 2
2xys,ACETYLCHOLINE RECEPTOR
3ryy,CARBONIC ANHYDRASE 2
3zm9,CHOLINE KINASE ALPHA
5nk3,EPHRIN TYPE-A RECEPTOR 2
6ei5,HEAT SHOCK PROTEIN HSP90-ALPHA
1b5j,OLIGO-PEPTIDE BINDING PROTEIN
2bak,MITOGEN-ACTIVATED PROTEIN KINASE 14
2isw,"PUTATIVE FRUCTOSE-1,6-BISPHOSPHATE ALDOLASE"
3mmf,CARBONIC ANHYDRASE 2
4o05,HEAT SHOCK PROTEIN HSP90-ALPHA
4qgd,"PHOSPHOLIPASE A2, VRV-PL-VIIIA"
6eol,GALECTIN-3
1ciz,STROMELYSIN-1
1qb9,TRYPSIN
1vzq,THROMBIN
2f7o,ALPHA-MANNOSIDASE II
2oxn,BETA-HEXOSAMINIDASE
2qbq,PROTEIN-TYROSINE PHOSPHATASE 1B
2r38,HIV-1 PROTEASE
3znr,HISTONE DEACETYLASE 7
4avj,FIMH PROTEIN
4m2v,CARBONIC ANHYDRASE 2
6o0o,APOPTOSIS REGULATOR BCL-2
1n0s,BILIN-BINDING PROTEIN
2ccb,"DODECIN, VNG1446H"
4azi,BETA-N-ACETYLHEXOSAMINIDASE
1sqo,UROKINASE-TYPE PLASMINOGEN ACTIVATOR
1yei,ANTIBODY D2.3 (LIGHT CHAIN)
1yej,ANTIBODY D2.3 (LIGHT CHAIN)
2p53,N-ACETYLGLUCOSAMINE-6-PHOSPHATE DEACETYLASE
3fed,GLUTAMATE CARBOXYPEPTIDASE 3
3ocz,LIPOPROTEIN E
3t2w,AVIDIN/STREPTAVIDIN
4cpr,HIV-1 PROTEASE
4dff,"CGMP 3',5'-CYCLIC PHOSPHODIESTERASE"
4q4o,QUEUINE TRNA-RIBOSYLTRANSFERASE
5f61,BROMODOMAIN-CONTAINING PROTEIN 4
5fdc,CARBONIC ANHYDRASE 2
5msb,CARBONIC ANHYDRASE 12
5nlk,CREB-BINDING PROTEIN
6gxb,CARBONIC ANHYDRASE 2
6qmk,KELCH-LIKE ECH-ASSOCIATED PROTEIN 1
1xh4,CAMP-DEPENDENT PROTEIN KINASE
3oe4,CATECHOL O-METHYLTRANSFERASE
3own,RENIN
5ny3,CARBONIC ANHYDRASE 2
5o07,CARBONIC ANHYDRASE 2
5ogb,CELLULAR RETINOIC ACID-BINDING PROTEIN 2
5tmp,THYMIDYLATE KINASE
6maj,HISTONE ACETYLTRANSFERASE KAT7
1iiq,HIV-1 PROTEASE
1k6c,HIV-1 PROTEASE
1u71,DIHYDROFOLATE REDUCTASE
2qhy,HIV-1 PROTEASE
2qwe,NEURAMINIDASE
3l3l,POLY [ADP-RIBOSE] POLYMERASE 1
3u92,"GLUTAMATE RECEPTOR, IONOTROPIC KAINATE 3"
6dl2,BROMODOMAIN-CONTAINING PROTEIN 4
6eya,HEAT SHOCK PROTEIN HSP90-ALPHA
6qau,SERINE/THREONINE-PROTEIN KINASE ULK2
2hhn,CATHEPSIN S
3m6r,PEPTIDE DEFORMYLASE 1B
3nyx,NON-RECEPTOR TYROSINE-PROTEIN KINASE TYK2
4emr,RRNA N-GLYCOSIDASE
4l6t,ECXA
5vih,"GLUTAMATE RECEPTOR IONOTROPIC, NMDA 1"
4cpw,HIV-1 PROTEASE
5mwp,MINERALOCORTICOID RECEPTOR
6hk3,GLYCOGEN SYNTHASE KINASE-3 BETA
6otg,HIV-1 PROTEASE
2vwo,COAGULATION FACTOR XA
3n2v,MACROPHAGE METALLOELASTASE (MMP-12)
4hdp,HIV-1 PROTEASE
4qf8,"PHOSPHOLIPASE A2, VRV-PL-VIIIA"
5byi,CARBONIC ANHYDRASE 2
6fhk,HEAT SHOCK 70 KDA PROTEIN 1A
6sge,RHO-RELATED GTP-BINDING PROTEIN RHOB
1bm7,TRANSTHYRETIN
1ivp,HIV-2 PROTEASE
1lah,"LYSINE,ARGININE,ORNITHINE-BINDING PROTEIN"
1lf2,PLASMEPSIN-2
1lke,"BILIN-BINDING PROTEIN, DIGA16"
1mmq,MATRILYSIN
1uml,ADENOSINE DEAMINASE
1zfq,CARBONIC ANHYDRASE 2
2mas,INOSINE-URIDINE NUCLEOSIDE N-RIBOHYDROLASE
3ekr,HEAT SHOCK PROTEIN HSP90-ALPHA
3hfb,TRYPTOPHAN 5-HYDROXYLASE 1
3hmo,DUAL SPECIFICITY PROTEIN KINASE TTK
3l4u,MALTASE-GLUCOAMYLASE
3myq,CARBONIC ANHYDRASE 2
3rlr,HEAT SHOCK PROTEIN HSP90-ALPHA
4dq2,BIOTIN-[ACETYL-COA-CARBOXYLASE] LIGASE
4f6w,CYCLIN-DEPENDENT KINASE 8
4ty6,COAGULATION FACTOR XI
5d48,"FATTY ACID-BINDING PROTEIN, ADIPOCYTE"
5i8g,CREB-BINDING PROTEIN
5i9x,EPHRIN TYPE-A RECEPTOR 2
5nau,ACETYLCHOLINESTERASE
5znc,PURINE NUCLEOSIDE PHOSPHORYLASE
5u8c,"GLUTAMATE RECEPTOR IONOTROPIC, NMDA 1"
2f1g,CATHEPSIN S
4hu1,CARBONIC ANHYDRASE 13
4qer,"PHOSPHOLIPASE A2, VRV-PL-VIIIA"
6cwh,SURFACE (S-) LAYER GLYCOPROTEIN
6mln,LYSINE/ARGININE/ORNITHINE-BINDING PERIPLASMIC PROTEIN
1k1j,TRYPSIN
1lpk,COAGULATION FACTOR XA
1tlp,THERMOLYSIN
1v0l,"ENDO-1,4-BETA-XYLANASE A"
2oi0,"TNF-ALPHA-CONVERTING ENZYME, ADAM 17"
2xj1,SERINE/THREONINE-PROTEIN KINASE PIM-1
3b50,SIALIC ACID-BINDING PERIPLASMIC PROTEIN SIAP
3ni5,CARBONIC ANHYDRASE 2
3rz0,CARBONIC ANHYDRASE 2
4asj,GLUCOSE-1-PHOSPHATE THYMIDYLYLTRANSFERASE
4ngn,GLUTAMATE CARBOXYPEPTIDASE 2
5c8n,EPIDERMAL GROWTH FACTOR RECEPTOR
5oot,SERINE/THREONINE-PROTEIN KINASE CHK1
6aqs,PURINE NUCLEOSIDE PHOSPHORYLASE
6gvf,"PHOSPHATIDYLINOSITOL 4,5-BISPHOSPHATE 3-KINASE CATALYTIC"
6hsh,HISTONE DEACETYLASE
6o9c,"HLA CLASS I HISTOCOMPATIBILITY ANTIGEN, A-3 ALPHA CHAIN"
3cct,3-HYDROXY-3-METHYLGLUTARYL-COENZYME A REDUCTASE
3suf,NS3/4A PROTEASE
1d09,ASPARTATE CARBAMOYLTRANSFERASE
1qhc,RIBONUCLEASE A
2avs,HIV-1 PROTEASE
2pyn,HIV-1 PROTEASE
3cd0,3-HYDROXY-3-METHYLGLUTARYL-COENZYME A REDUCTASE
3ipq,OXYSTEROLS RECEPTOR LXR-ALPHA
3ocp,PRKG1 PROTEIN
3q6w,HEPATOCYTE GROWTH FACTOR RECEPTOR
4crb,COAGULATION FACTOR XI
4fnn,PEPTIDOGLYCAN RECOGNITION PROTEIN 1
4nvp,POTASSIUM/SODIUM HYPERPOLARIZATION-ACTIVATED CYCLIC
4pmm,HIGH AFFINITY NERVE GROWTH FACTOR RECEPTOR
5ive,LYSINE-SPECIFIC DEMETHYLASE 5A
6gla,TYROSINE-PROTEIN KINASE JAK3
3cda,3-HYDROXY-3-METHYLGLUTARYL-COENZYME A REDUCTASE
2fdp,BETA-SECRETASE 1
2xb8,3-DEHYDROQUINATE DEHYDRATASE
3p3s,TRANSTHYRETIN
3t5u,CARBONIC ANHYDRASE 2
4cu7,BETA-GALACTOSIDASE
5nkd,EPHRIN TYPE-A RECEPTOR 2
5nkh,EPHRIN TYPE-A RECEPTOR 2
6guh,CYCLIN-DEPENDENT KINASE 2
6hax,PROBABLE GLOBAL TRANSCRIPTION ACTIVATOR SNF2L2
1lpz,COAGULATION FACTOR XA
2c3i,SERINE/THREONINE-PROTEIN KINASE PIM-1
2o8h,PHOSPHODIESTERASE-10A
2zmm,"PROTEIN-TYROSINE PHOSPHATASE, NON-RECEPTOR TYPE 1"
3ehx,MACROPHAGE METALLOELASTASE (MMP-12)
3fh7,LEUKOTRIENE A-4 HYDROLASE
3gc4,QUEUINE TRNA-RIBOSYLTRANSFERASE
3iph,MITOGEN-ACTIVATED PROTEIN KINASE 14
3kr4,M17 LEUCYL AMINOPEPTIDASE
3liw,COAGULATION FACTOR XA
3p58,CARBONIC ANHYDRASE 2
4m8h,RETINOIC ACID RECEPTOR RXR-ALPHA
4uyf,BROMODOMAIN-CONTAINING PROTEIN 2
5hct,ENDOTHIAPEPSIN
5ia5,EPHRIN TYPE-A RECEPTOR 2
5t9u,PEPTIDYL-PROLYL CIS-TRANS ISOMERASE A
6css,HDAC6 PROTEIN
6guc,CYCLIN-DEPENDENT KINASE 2
1ftm,GLUTAMATE RECEPTOR 2
3ibn,CARBONIC ANHYDRASE 2
4g95,DIHYDROFOLATE REDUCTASE
5m77,"ALPHA-1,6-MANNANASE"
5vij,"GLUTAMATE RECEPTOR IONOTROPIC, NMDA 1"
1fzq,ADP-RIBOSYLATION FACTOR-LIKE PROTEIN 3
1k6t,HIV-1 PROTEASE
1yqy,LETHAL FACTOR
2aoe,HIV-1 PROTEASE
2p3c,HIV-1 PROTEASE
2psu,HIV-1 PROTEASE
2pvl,"CASEIN KINASE II, ALPHA SUBUNIT"
3be9,"CASEIN KINASE II, ALPHA SUBUNIT"
3o4k,PEPTIDOGLYCAN RECOGNITION PROTEIN 1
4dbm,ACETYLCHOLINE RECEPTOR
4uin,FAB 314.3
5hu9,TYROSINE-PROTEIN KINASE ABL1
5ta4,PEPTIDYL-PROLYL CIS-TRANS ISOMERASE A
6g5l,CARBONIC ANHYDRASE 12
1c1r,TRYPSIN
4avi,FIMH PROTEIN
4x5z,MENIN
1c1v,THROMBIN
1uvt,THROMBIN
2hl4,CARBONIC ANHYDRASE 2
3d78,PHEROMONE-BINDING PROTEIN ASP1
3fat,GLUTAMATE RECEPTOR 4
3h89,CATHEPSIN L1
3hl7,MITOGEN-ACTIVATED PROTEIN KINASE 14
3l0v,"TNF-ALPHA-CONVERTING ENZYME, ADAM 17"
3sjf,GLUTAMATE CARBOXYPEPTIDASE 2
4r73,ABC-TYPE FE3+ TRANSPORT SYSTEM
4rpo,PCP DEGRADATION TRANSCRIPTIONAL ACTIVATION PROTEIN
4ruz,CARBONIC ANHYDRASE 2
5el9,"IMIDAZOLEGLYCEROL-PHOSPHATE DEHYDRATASE 2, CHLOROPLASTIC"
5exn,COAGULATION FACTOR XIA
5u6j,COAGULATION FACTOR VII
966c,COLLAGENASE 1 (MMP-1)
5dex,"GLUTAMATE RECEPTOR IONOTROPIC, NMDA 1"
6pl1,HIGH AFFINITY NERVE GROWTH FACTOR RECEPTOR
1f0r,COAGULATION FACTOR XA
1nny,PROTEIN-TYROSINE PHOSPHATASE 1B
1ppk,PENICILLOPEPSIN
2cn0,PROTHROMBIN
2yme,ACETYLCHOLINE RECEPTOR
4b74,SERINE PROTEASE NS3
4e5w,TYROSINE-PROTEIN KINASE JAK1
4gq4,MENIN
4oeu,PUTATIVE PEPTIDE ABC-TRANSPORT SYSTEM PERIPLASMIC P
4qev,BROMODOMAIN-CONTAINING PROTEIN 2
5dfp,SERINE/THREONINE-PROTEIN KINASE PAK 1
5edc,"FATTY ACID-BINDING PROTEIN, ADIPOCYTE"
5kz0,ALK TYROSINE KINASE RECEPTOR
5tcy,ENTEROCHELIN UPTAKE PERIPLASMIC BINDING PROTEIN
6e1y,WD REPEAT-CONTAINING PROTEIN 5
6nw3,BETA-SECRETASE 1
6o5x,HIV-1 PROTEASE PR-S17
2bpv,HIV-1 PROTEASE
1o2q,TRYPSIN BETA
1t4v,PROTHROMBIN
1w0z,UROKINASE-TYPE PLASMINOGEN ACTIVATOR
2arm,PHOSPHOLIPASE A2
3f8c,"TRANSCRIPTIONAL REGULATOR, PADR-LIKE FAMILY"
3miy,TYROSINE-PROTEIN KINASE ITK/TSK
4cpz,NEURAMINIDASE
4d7b,TRANSTHYRETIN
4del,FRUCTOSE-BISPHOSPHATE ALDOLASE
4ygf,ALPHA-CARBONIC ANHYDRASE
5nkg,EPHRIN TYPE-A RECEPTOR 2
5wyz,TOLL-LIKE RECEPTOR 8
5yjm,CHYMASE
6b4u,INDUCED MYELOID LEUKEMIA CELL DIFFERENTIATION PROTEIN MCL
6hke,POSSIBLE TCTC SUBUNIT OF THE TRIPARTITE TRICARBOXYLATE
5xsr,POLY [ADP-RIBOSE] POLYMERASE 1
1bai,ROUS SARCOMA VIRUS PROTEASE
1fzm,"H-2 CLASS I HISTOCOMPATIBILITY ANTIGEN, K-B"
1gno,HIV-1 PROTEASE
1izh,HIV-1 PROTEASE
1mes,HIV-1 PROTEASE
1oau,IMMUNOGLOBULIN E
1oz0,BIFUNCTIONAL PURINE BIOSYNTHESIS PROTEIN PURH
1s39,TRNA GUANINE TRANSGLYCOSYLASE
1uou,THYMIDINE PHOSPHORYLASE
2d1o,STROMELYSIN-1
2hmu,YUAA PROTEIN
2hmv,YUAA PROTEIN
2ves,UDP-3-O-[3-HYDROXYMYRISTOYL] N-ACETYLGLUCOSAMINE DEACETYLASE
2zjw,"CASEIN KINASE II, ALPHA SUBUNIT"
3b7r,LEUKOTRIENE A-4 HYDROLASE
3ewc,ADENOSINE DEAMINASE
3f3e,TRANSPORTER
3g0e,MAST/STEM CELL GROWTH FACTOR RECEPTOR
3i51,"CATECHOL 1,2-DIOXYGENASE"
3p7i,"PHND, SUBUNIT OF ALKYLPHOSPHONATE ABC TRANSPORTER"
3th9,HIV-1 PROTEASE
4acc,GLYCOGEN SYNTHASE KINASE-3 BETA
4cpt,HIV-1 PROTEASE
4e7r,THROMBIN LIGHT CHAIN
4fsl,BETA-SECRETASE 1
4o09,HEAT SHOCK PROTEIN HSP90-ALPHA
4tmk,THYMIDYLATE KINASE
5l9g,PERIPLASMIC BINDING PROTEIN
5sz5,CARBONIC ANHYDRASE 2
6cn5,NUCLEAR RECEPTOR ROR-GAMMA
6g6t,CARBONIC ANHYDRASE 2
6nwk,GLUCOCORTICOID RECEPTOR
3lk8,MACROPHAGE METALLOELASTASE (MMP-12)
4mmp,SIALIC ACID BINDING PROTEIN
1ajv,HIV-1 PROTEASE
1cnw,CARBONIC ANHYDRASE 2
1j4r,FK506-BINDING PROTEIN (FKBP)
1oif,BETA-GLUCOSIDASE A
3el5,HIV-1 PROTEASE
3vjc,SQUALENE SYNTHASE
4a4w,PEROXISOME PROLIFERATOR-ACTIVATED RECEPTOR GAMMA
4egk,HEAT SHOCK PROTEIN HSP90-ALPHA
5ia2,EPHRIN TYPE-A RECEPTOR 2
5nkc,EPHRIN TYPE-A RECEPTOR 2
5nki,EPHRIN TYPE-A RECEPTOR 2
5zg1,GLUTAMATE RECEPTOR 2
6mj4,"T CELL RECEPTOR ALPHA VARIABLE 11,T CELL RECEPTOR ALPHA"
6ugz,CARBONIC ANHYDRASE IX-MIMIC
3ljg,MACROPHAGE METALLOELASTASE (MMP-12)
5fdi,CARBONIC ANHYDRASE 2
5hbs,RETINOL-BINDING PROTEIN 1
5nyh,HEAT SHOCK PROTEIN HSP90-ALPHA
1f0s,COAGULATION FACTOR XA
1j36,ANGIOTENSIN-CONVERTING ENZYME
1lee,PLASMEPSIN-2
1nfu,COAGULATION FACTOR XA
1qbo,TRYPSIN
1rd4,INTEGRIN ALPHA-L
1sbg,HIV-1 PROTEASE
1txr,LEUCYL AMINOPEPTIDASE
1usn,STROMELYSIN-1
2v59,BIOTIN CARBOXYLASE
3b7u,LEUKOTRIENE A-4 HYDROLASE
3nb5,CARBONIC ANHYDRASE 2
3tvc,COLLAGENASE 3 (MMP-13)
4auj,FIMH PROTEIN
4i71,INOSINE-ADENOSINE-GUANOSINE-NUCLEOSIDE HYDROLASE
4j22,TANKYRASE-2
4pp5,RETINOIC ACID RECEPTOR RXR-ALPHA
5j2x,HEAT SHOCK PROTEIN HSP90-ALPHA
6qas,SERINE/THREONINE-PROTEIN KINASE ULK1
4x50,FIMH PROTEIN
2ccc,"DODECIN, VNG1446H"
4hwp,THREONINE-TRNA LIGASE
4z2b,"2',5'-PHOSPHODIESTERASE 12"
6g35,SERINE/THREONINE-PROTEIN KINASE HASPIN
1xh9,CAMP-DEPENDENT PROTEIN KINASE
2jh6,THROMBIN LIGHT CHAIN
2qm9,ADIPOCYTE LIPID-BINDING PROTEIN
3cyw,HIV-1 PROTEASE
3dsz,HUMAN LIPOCALIN 2
3gm0,ANTI-METHAMPHETAMINE SINGLE CHAIN FV
3mi2,URIDINE 5'-MONOPHOSPHATE SYNTHASE
3tzm,TGF-BETA RECEPTOR TYPE-1
3uw4,BACULOVIRAL IAP REPEAT-CONTAINING PROTEIN 2
4gzt,NEURAMINIDASE
4lov,FIMH PROTEIN
4rj8,EPIDERMAL GROWTH FACTOR RECEPTOR
4w9o,PEPTIDYL-PROLYL CIS-TRANS ISOMERASE FKBP5
5cbm,M17 LEUCYL AMINOPEPTIDASE
5j6a,PYRUVATE DEHYDROGENASE (ACETYL-TRANSFERRING) KINASE
5j6n,HEAT SHOCK PROTEIN HSP90-ALPHA
5j9x,HEAT SHOCK PROTEIN HSP90-ALPHA
5mg2,TRANSCRIPTION INITIATION FACTOR TFIID SUBUNIT 1
5neb,"GLUTAMATE RECEPTOR, IONOTROPIC KAINATE 1"
6euw,POLYMERASE BASIC PROTEIN 2
6ql2,CARBONIC ANHYDRASE 2
4kni,CARBONIC ANHYDRASE 2
4knn,CARBONIC ANHYDRASE 13
5n25,CARBONIC ANHYDRASE 2
5ueu,BROMODOMAIN-CONTAINING PROTEIN 4
2zwz,ALPHA-L-FUCOSIDASE
6g36,SERINE/THREONINE-PROTEIN KINASE HASPIN
1u1b,RIBONUCLEASE A
1v48,PURINE NUCLEOSIDE PHOSPHORYLASE
1x8t,3-PHOSPHOSHIKIMATE 1-CARBOXYVINYLTRANSFERASE
2i19,FARNESYL PYROPHOSPHATE SYNTHASE
2ra0,COAGULATION FACTOR X
2wl0,HIV-1 PROTEASE
3agl,CAMP-DEPENDENT PROTEIN KINASE
3czv,CARBONIC ANHYDRASE 13
3qgy,TYROSINE-PROTEIN KINASE ITK/TSK
3ryj,CARBONIC ANHYDRASE 2
4j3l,TANKYRASE-2
4n6z,SERINE/THREONINE-PROTEIN KINASE PIM-1
4pg9,"H-2 CLASS I HISTOCOMPATIBILITY ANTIGEN, K-B"
4qem,"PHOSPHOLIPASE A2, VRV-PL-VIIIA"
4qjw,CARBONIC ANHYDRASE 12
4w9p,PEPTIDYL-PROLYL CIS-TRANS ISOMERASE FKBP5
5hz6,"FATTY ACID-BINDING PROTEIN, ADIPOCYTE"
5i3v,BETA-SECRETASE 1
5l7g,MINERALOCORTICOID RECEPTOR
5njz,EPHRIN TYPE-A RECEPTOR 2
6ej2,BETA-SECRETASE 1
6i8m,POLY [ADP-RIBOSE] POLYMERASE 1
6nfy,MITOGEN-ACTIVATED PROTEIN KINASE KINASE KINASE KINASE 1
6nsv,E3 UBIQUITIN-PROTEIN LIGASE CHIP
4gr3,MACROPHAGE METALLOELASTASE (MMP-12)
5eu1,BROMODOMAIN-CONTAINING PROTEIN 9
1b6h,OLIGO-PEPTIDE BINDING PROTEIN
1nf8,PHENAZINE BIOSYNTHESIS PROTEIN PHZD
1njs,PHOSPHORIBOSYL GLYCINAMIDE FORMYLTRANSFERASE
1nvs,SERINE/THREONINE-PROTEIN KINASE CHK1
2cf9,THROMBIN HEAVY CHAIN
2j34,COAGULATION FACTOR XA
2jg0,PERIPLASMIC TREHALASE
2o4n,HIV-1 PROTEASE
2ptz,ENOLASE
2xbx,COAGULATION FACTOR XA
2xjg,HEAT SHOCK PROTEIN HSP90-ALPHA
3gcp,MITOGEN-ACTIVATED PROTEIN KINASE 14
3n2p,CARBONIC ANHYDRASE 2
3prs,ENDOTHIAPEPSIN
3vx3,"ATPASE INVOLVED IN CHROMOSOME PARTITIONING, PARA/MI"
4k0y,SERINE/THREONINE-PROTEIN KINASE PIM-1
4pp3,RETINOIC ACID RECEPTOR RXR-ALPHA
4qpd,10-FORMYLTETRAHYDROFOLATE DEHYDROGENASE
4ybk,TYROSINE-PROTEIN KINASE SRC
5i29,TRANSCRIPTION INITIATION FACTOR TFIID SUBUNIT 1
6cks,BROMODOMAIN-CONTAINING PROTEIN 4
6g2m,5'(3')-DEOXYRIBONUCLEOTIDASE
4gr8,MACROPHAGE METALLOELASTASE (MMP-12)
3cd7,3-HYDROXY-3-METHYLGLUTARYL-COENZYME A REDUCTASE
3ibl,CARBONIC ANHYDRASE 2
3n2u,MACROPHAGE METALLOELASTASE (MMP-12)
4gzp,NEURAMINIDASE
6b96,"CGMP-DEPENDENT 3',5'-CYCLIC PHOSPHODIESTERASE"
1a94,HIV-1 PROTEASE
1b8y,STROMELYSIN-1
1cny,CARBONIC ANHYDRASE 2
1laf,"LYSINE,ARGININE,ORNITHINE-BINDING PROTEIN"
1lbf,INDOLE-3-GLYCEROL PHOSPHATE SYNTHASE
1lst,"LYSINE,ARGININE,ORNITHINE-BINDING PROTEIN"
2fle,HIV-1 PROTEASE
2gv7,SUPPRESSOR OF TUMORIGENICITY 14
3c84,ACETYLCHOLINE RECEPTOR
3dd8,CARBONIC ANHYDRASE 2
3sut,BETA-HEXOSAMINIDASE
3uw5,BACULOVIRAL IAP REPEAT-CONTAINING PROTEIN 7
4ieh,APOPTOSIS REGULATOR BCL-2
4mc1,HIV-1 PROTEASE
4pcs,ALPHA-L-FUCOSIDASE
4r76,M17 LEUCYL AMINOPEPTIDASE
4rak,OXYSTEROLS RECEPTOR LXR-BETA
4x5r,FIMH PROTEIN
5e89,GALECTIN-3
5elw,"IMIDAZOLEGLYCEROL-PHOSPHATE DEHYDRATASE 2, CHLOROPLASTIC"
5f1h,BROMODOMAIN-CONTAINING PROTEIN 9
5hi7,HISTONE-LYSINE N-METHYLTRANSFERASE SMYD3
5uln,CARBONIC ANHYDRASE 2
5wuk,POLYCOMB PROTEIN EED
6mja,"T CELL RECEPTOR ALPHA VARIABLE 11,T CELL RECEPTOR ALPHA"
4zl4,ASPARTIC PROTEASE PM5
3ccw,3-HYDROXY-3-METHYLGLUTARYL-COENZYME A REDUCTASE
1fzo,"H-2 CLASS I HISTOCOMPATIBILITY ANTIGEN, K-B"
1h2t,80 KDA NUCLEAR CAP BINDING PROTEIN
2ylc,PROTEIN HFQ
2zn7,"PROTEIN-TYROSINE PHOSPHATASE, NON-RECEPTOR TYPE 1"
3c56,FRUCTOSE-BISPHOSPHATE ALDOLASE
3hig,AMILORIDE-SENSITIVE AMINE OXIDASE
3rz5,CARBONIC ANHYDRASE 2
4b5d,CAPITELLA TELETA ACHBP
4g8m,GLUTAMATE RECEPTOR 2
4igt,GLUTAMATE RECEPTOR 2
4m8e,RETINOIC ACID RECEPTOR RXR-ALPHA
4ruy,CARBONIC ANHYDRASE 2
4ytc,TYROSINE-PROTEIN KINASE JAK2
5j6l,HEAT SHOCK PROTEIN HSP90-ALPHA
5lyr,GLYCOSYL HYDROLASE FAMILY 71
6fnf,EPHRIN TYPE-A RECEPTOR 2
3cd5,3-HYDROXY-3-METHYLGLUTARYL-COENZYME A REDUCTASE
1ajx,HIV-1 PROTEASE
5e28,CARBONIC ANHYDRASE 2
1b6j,HIV-1 PROTEASE
2jjb,PERIPLASMIC TREHALASE
2ovv,PHOSPHODIESTERASE-10A
3d7z,MITOGEN-ACTIVATED PROTEIN KINASE 14
3eft,CARBONIC ANHYDRASE 2
4a6c,HIV-1 PROTEASE
4bcn,CELL DIVISION PROTEIN KINASE 2
4cws,HEAT SHOCK PROTEIN HSP90-ALPHA
4hbm,E3 UBIQUITIN-PROTEIN LIGASE MDM2
4hge,TYROSINE-PROTEIN KINASE JAK2
4phu,"FREE FATTY ACID RECEPTOR 1,LYSOZYME"
4rux,CARBONIC ANHYDRASE 2
5e1s,INSULIN RECEPTOR
5f63,BROMODOMAIN-CONTAINING PROTEIN 4
5i1q,TRANSCRIPTION INITIATION FACTOR TFIID SUBUNIT 1
5jy3,OXYSTEROLS RECEPTOR LXR-BETA
6nv7,BETA-SECRETASE 1
3daz,CARBONIC ANHYDRASE 2
2ewa,MITOGEN-ACTIVATED PROTEIN KINASE 14
6en5,ANGIOTENSIN-CONVERTING ENZYME
6hai,ALBICIDIN RESISTANCE PROTEIN
3t85,CARBONIC ANHYDRASE 2
4b7j,NEURAMINIDASE
4knj,CARBONIC ANHYDRASE 2
5n1r,CARBONIC ANHYDRASE 2
5nap,ACETYLCHOLINESTERASE
6s4t,OXYSTEROLS RECEPTOR LXR-BETA
1epo,ENDOTHIAPEPSIN
1g2k,HIV-1 PROTEASE
1hvh,HIV-1 PROTEASE
1o3f,TRYPSIN BETA
1qxl,ADENOSINE DEAMINASE
2e1w,ADENOSINE DEAMINASE
2p3a,HIV-1 PROTEASE
2qe4,ESTROGEN RECEPTOR
2x8z,ANGIOTENSIN-CONVERTING ENZYME
3a5y,LYSYL-TRNA SYNTHETASE
3bgq,SERINE/THREONINE-PROTEIN KINASE PIM-1
3ekw,HIV-1 PROTEASE
3iww,GLUTAMATE CARBOXYPEPTIDASE 2
3mhc,CARBONIC ANHYDRASE 2
3r4p,HEAT SHOCK PROTEIN HSP90-ALPHA
3uuo,"CGMP 3',5'-CYCLIC PHOSPHODIESTERASE"
4ap7,HEPATOCYTE GROWTH FACTOR RECEPTOR
4k3n,M17 LEUCYL AMINOPEPTIDASE
4ngp,GLUTAMATE CARBOXYPEPTIDASE 2
4r59,CARBONIC ANHYDRASE 2
4y79,COAGULATION FACTOR X
5n84,DUAL SPECIFICITY PROTEIN KINASE TTK
5ta2,PEPTIDYL-PROLYL CIS-TRANS ISOMERASE A
6iiu,"SOLUBLE CYTOCHROME B562,THROMBOXANE A2 RECEPTOR,RUBREDOXIN"
3oyq,CARBONIC ANHYDRASE 2
